class,path,name,rank,cves
exploits,exploits/linux/ssh/ibm_drm_a3user,"IBM Data Risk Manager a3user Default Password",excellent,CVE-2020-4427;CVE-2020-4428;CVE-2020-4429;CVE-2020-4430
exploits,exploits/linux/ssh/loadbalancerorg_enterprise_known_privkey,"Loadbalancer.org Enterprise VA SSH Private Key Exposure",excellent,
exploits,exploits/linux/ssh/cisco_ucs_scpuser,"Cisco UCS Director default scpuser password",excellent,
exploits,exploits/linux/ssh/mercurial_ssh_exec,"Mercurial Custom hg-ssh Wrapper Remote Code Exec",excellent,
exploits,exploits/linux/ssh/vmware_vdp_known_privkey,"VMware VDP Known SSH Key",excellent,
exploits,exploits/linux/ssh/exagrid_known_privkey,"ExaGrid Known SSH Key and Default Password",excellent,
exploits,exploits/linux/fileformat/unrar_cve_2022_30333,"UnRAR Path Traversal (CVE-2022-30333)",excellent,CVE-2022-30333
exploits,exploits/linux/antivirus/escan_password_exec,"eScan Web Management Console Command Injection",excellent,
exploits,exploits/linux/imap/imap_uw_lsub,"UoW IMAP Server LSUB Buffer Overflow",good,
exploits,exploits/linux/ids/snortbopre,"Snort Back Orifice Pre-Preprocessor Buffer Overflow",good,
exploits,exploits/linux/ids/alienvault_centerd_soap_exec,"AlienVault OSSIM av-centerd Command Injection",excellent,
exploits,exploits/linux/browser/adobe_flashplayer_aslaunch,"Adobe Flash Player ActionScript Launch Command Execution Vulnerability",good,CVE-2008-5499
exploits,exploits/linux/mysql/mysql_yassl_getname,"MySQL yaSSL CertDecoder::GetName Buffer Overflow",good,
exploits,exploits/linux/mysql/mysql_yassl_hello,"MySQL yaSSL SSL Hello Message Buffer Overflow",good,
exploits,exploits/linux/snmp/net_snmpd_rw_access,"Net-SNMPd Write Access SNMP-EXTEND-MIB arbitrary code execution",normal,
exploits,exploits/linux/snmp/awind_snmp_exec,"AwindInc SNMP Service Command Injection",excellent,
exploits,exploits/linux/pptp/poptop_negative_read,"Poptop Negative Read Overflow",great,
exploits,exploits/linux/local/sophos_wpa_clear_keys,"Sophos Web Protection Appliance clear_keys.pl Local Privilege Escalation",excellent,
exploits,exploits/linux/local/ubuntu_enlightenment_mount_priv_esc,"Ubuntu Enlightenment Mount Priv Esc",great,CVE-2022-37706
exploits,exploits/linux/local/netfilter_nft_set_elem_init_privesc,"Netfilter nft_set_elem_init Heap Overflow Privilege Escalation",average,CVE-2022-34918
exploits,exploits/linux/local/abrt_sosreport_priv_esc,"ABRT sosreport Privilege Escalation",excellent,CVE-2015-5287
exploits,exploits/linux/local/ptrace_sudo_token_priv_esc,"ptrace Sudo Token Privilege Escalation",excellent,
exploits,exploits/linux/local/sudo_baron_samedit,"Sudo Heap-Based Buffer Overflow",excellent,CVE-2021-3156
exploits,exploits/linux/local/zimbra_slapper_priv_esc,"Zimbra zmslapd arbitrary module load",excellent,CVE-2022-37393
exploits,exploits/linux/local/kloxo_lxsuexec,"Kloxo Local Privilege Escalation",excellent,
exploits,exploits/linux/local/cve_2021_38648_omigod,"Microsoft OMI Management Interface Authentication Bypass",excellent,CVE-2021-38647;CVE-2021-38648
exploits,exploits/linux/local/vcenter_sudo_lpe,"vCenter Sudo Privilege Escalation",great,CVE-2024-37081
exploits,exploits/linux/local/vmware_workspace_one_access_cve_2022_22960,"VMware Workspace ONE Access CVE-2022-22960",good,CVE-2022-22960
exploits,exploits/linux/local/f5_create_user,"F5 Big-IP Create Admin User",,CVE-2022-41622;CVE-2022-41800
exploits,exploits/linux/local/ubuntu_needrestart_lpe,"Ubuntu needrestart Privilege Escalation",great,CVE-2024-48990
exploits,exploits/linux/local/tomcat_rhel_based_temp_priv_esc,"Apache Tomcat on RedHat Based Systems Insecure Temp Config Privilege Escalation",manual,CVE-2016-5425
exploits,exploits/linux/local/overlayfs_priv_esc,"Overlayfs Privilege Escalation",good,CVE-2015-1328;CVE-2015-8660
exploits,exploits/linux/local/cve_2021_3490_ebpf_alu32_bounds_check_lpe,"Linux eBPF ALU32 32-bit Invalid Bounds Tracking LPE",great,CVE-2020-8835;CVE-2021-3490
exploits,exploits/linux/local/hp_xglance_priv_esc,"HP Performance Monitoring xglance Priv Esc",great,CVE-2014-2630
exploits,exploits/linux/local/progress_flowmon_sudo_privesc_2024,"Progress Flowmon Local sudo privilege escalation",excellent,CVE-2024-2389
exploits,exploits/linux/local/docker_runc_escape,"Docker Container Escape Via runC Overwrite",manual,CVE-2018-5736;CVE-2019-5736
exploits,exploits/linux/local/udev_netlink,"Linux udev Netlink Local Privilege Escalation",great,
exploits,exploits/linux/local/cve_2022_0995_watch_queue,"Watch Queue Out of Bounds Write",great,CVE-2022-0995
exploits,exploits/linux/local/zimbra_postfix_priv_esc,"Zimbra sudo + postfix privilege escalation",excellent,
exploits,exploits/linux/local/abrt_raceabrt_priv_esc,"ABRT raceabrt Privilege Escalation",excellent,CVE-2015-1862;CVE-2015-3315
exploits,exploits/linux/local/zpanel_zsudo,"ZPanel zsudo Local Privilege Escalation Exploit",excellent,
exploits,exploits/linux/local/docker_cgroup_escape,"Docker cgroups Container Escape",excellent,CVE-2022-0492
exploits,exploits/linux/local/ktsuss_suid_priv_esc,"ktsuss suid Privilege Escalation",excellent,CVE-2011-2921
exploits,exploits/linux/local/cve_2021_3493_overlayfs,"2021 Ubuntu Overlayfs LPE",great,CVE-2021-3493
exploits,exploits/linux/local/glibc_origin_expansion_priv_esc,"glibc_origin_expansion_priv_esc",excellent,CVE-2010-3847
exploits,exploits/linux/local/reptile_rootkit_reptile_cmd_priv_esc,"Reptile Rootkit reptile_cmd Privilege Escalation",excellent,
exploits,exploits/linux/local/vmware_alsa_config,"VMware Workstation ALSA Config File Local Privilege Escalation",excellent,
exploits,exploits/linux/local/igel_network_priv_esc,"IGEL OS Privilege Escalation (via systemd service)",,
exploits,exploits/linux/local/af_packet_chocobo_root_priv_esc,"AF_PACKET chocobo_root Privilege Escalation",good,CVE-2016-8655
exploits,exploits/linux/local/docker_privileged_container_escape,"Docker Privileged Container Escape",normal,
exploits,exploits/linux/local/recvmmsg_priv_esc,"Linux Kernel recvmmsg Privilege Escalation",good,CVE-2014-0038
exploits,exploits/linux/local/docker_daemon_privilege_escalation,"Docker Daemon Privilege Escalation",excellent,
exploits,exploits/linux/local/vmwgfx_fd_priv_esc,"vmwgfx Driver File Descriptor Handling Priv Esc",good,CVE-2022-22942
exploits,exploits/linux/local/lastore_daemon_dbus_priv_esc,"lastore-daemon D-Bus Privilege Escalation",excellent,
exploits,exploits/linux/local/cve_2026_43500_dirty_frag,"rxkad Page-Cache Write via CVE-2026-43500",good,CVE-2026-43500
exploits,exploits/linux/local/ueb_bpserverd_privesc,"Unitrends Enterprise Backup bpserverd Privilege Escalation",excellent,
exploits,exploits/linux/local/omniresolve_suid_priv_esc,"Micro Focus (HPE) Data Protector SUID Privilege Escalation",excellent,
exploits,exploits/linux/local/gameoverlay_privesc,"GameOver(lay) Privilege Escalation and Container Escape",,CVE-2021-3493;CVE-2023-2640;CVE-2023-32629
exploits,exploits/linux/local/network_manager_vpnc_username_priv_esc,"Network Manager VPNC Username Privilege Escalation",excellent,CVE-2018-10900
exploits,exploits/linux/local/asan_suid_executable_priv_esc,"AddressSanitizer (ASan) SUID Executable Privilege Escalation",excellent,
exploits,exploits/linux/local/sudoedit_bypass_priv_esc,"Sudoedit Extra Arguments Priv Esc",excellent,CVE-2023-22809
exploits,exploits/linux/local/glibc_realpath_priv_esc,"glibc_realpath_priv_esc",normal,CVE-2018-1000001
exploits,exploits/linux/local/rds_rds_page_copy_user_priv_esc,"Reliable Datagram Sockets (RDS) rds_page_copy_user Privilege Escalation",great,CVE-2010-3904
exploits,exploits/linux/local/hp_smhstart,"HP System Management Homepage Local Privilege Escalation",normal,
exploits,exploits/linux/local/exim4_deliver_message_priv_esc,"Exim 4.87 - 4.91 Local Privilege Escalation",excellent,CVE-2019-10149
exploits,exploits/linux/local/rds_atomic_free_op_null_pointer_deref_priv_esc,"Reliable Datagram Sockets (RDS) rds_atomic_free_op NULL pointer dereference Privilege Escalation",good,CVE-2018-5333;CVE-2019-9213
exploits,exploits/linux/local/sock_sendpage,"Linux Kernel Sendpage Local Privilege Escalation",great,
exploits,exploits/linux/local/ufo_privilege_escalation,"Linux Kernel UDP Fragmentation Offset (UFO) Privilege Escalation",good,CVE-2017-1000112
exploits,exploits/linux/local/juju_run_agent_priv_esc,"Juju-run Agent Privilege Escalation",excellent,
exploits,exploits/linux/local/af_packet_packet_set_ring_priv_esc,"AF_PACKET packet_set_ring Privilege Escalation",good,CVE-2017-7308
exploits,exploits/linux/local/nested_namespace_idmap_limit_priv_esc,"Linux Nested User Namespace idmap Limit Local Privilege Escalation",great,CVE-2018-18955
exploits,exploits/linux/local/ptrace_traceme_pkexec_helper,"Linux Polkit pkexec helper PTRACE_TRACEME local root exploit",excellent,CVE-2019-13272
exploits,exploits/linux/local/cve_2021_4034_pwnkit_lpe_pkexec,"Local Privilege Escalation in polkits pkexec",excellent,CVE-2021-4034
exploits,exploits/linux/local/pihole_remove_commands_lpe,"Pi-Hole Remove Commands Linux Priv Esc",great,
exploits,exploits/linux/local/desktop_privilege_escalation,"Desktop Linux Password Stealer and Privilege Escalation",excellent,
exploits,exploits/linux/local/cve_2026_31431_copy_fail,"Copy Fail AF_ALG + authencesn Page-Cache Write",excellent,CVE-2026-31431
exploits,exploits/linux/local/vmware_workspace_one_access_certproxy_lpe,"VMware Workspace ONE Access CVE-2022-31660",great,CVE-2022-31660
exploits,exploits/linux/local/runc_cwd_priv_esc,"runc (docker) File Descriptor Leak Privilege Escalation",excellent,CVE-2024-21626
exploits,exploits/linux/local/rootkit_privesc_signal_hunter,"Rootkit Privilege Escalation Signal Hunter",great,
exploits,exploits/linux/local/zyxel_suid_cp_lpe,"Zyxel Firewall SUID Binary Privilege Escalation",excellent,CVE-2022-30525;CVE-2022-30526
exploits,exploits/linux/local/ansible_node_deployer,"Ansible Agent Payload Deployer",good,
exploits,exploits/linux/local/cpi_runrshell_priv_esc,"Cisco Prime Infrastructure Runrshell Privilege Escalation",excellent,
exploits,exploits/linux/local/apport_abrt_chroot_priv_esc,"Apport / ABRT chroot Privilege Escalation",excellent,CVE-2015-1318
exploits,exploits/linux/local/tomcat_ubuntu_log_init_priv_esc,"Apache Tomcat on Ubuntu Log Init Privilege Escalation",manual,CVE-2016-1240
exploits,exploits/linux/local/blueman_set_dhcp_handler_dbus_priv_esc,"blueman set_dhcp_handler D-Bus Privilege Escalation",excellent,
exploits,exploits/linux/local/netfilter_priv_esc_ipv4,"Linux Kernel 4.6.3 Netfilter Privilege Escalation",good,CVE-2016-4997
exploits,exploits/linux/local/pkexec,"Linux PolicyKit Race Condition Privilege Escalation",great,CVE-2011-1485
exploits,exploits/linux/local/ndsudo_cve_2024_32019,"Netdata ndsudo privilege escalation",normal,
exploits,exploits/linux/local/progress_kemp_loadmaster_sudo_privesc_2024,"Kemp LoadMaster Local sudo privilege escalation",excellent,
exploits,exploits/linux/local/polkit_dbus_auth_bypass,"Polkit D-Bus Authentication Bypass",excellent,
exploits,exploits/linux/local/cve_2026_43284_dirty_frag,"xfrm-ESP Page-Cache Write via CVE-2026-43284",good,CVE-2026-43284
exploits,exploits/linux/local/saltstack_salt_minion_deployer,"Saltstack Minion Payload Deployer",good,
exploits,exploits/linux/local/netfilter_xtables_heap_oob_write_priv_esc,"Netfilter x_tables Heap OOB Write Privilege Escalation",great,CVE-2021-22555
exploits,exploits/linux/local/sudo_chroot_cve_2025_32463,"Sudo Chroot 1.9.17 Privilege Escalation",normal,CVE-2025-32462;CVE-2025-32463
exploits,exploits/linux/local/cve_2022_1043_io_uring_priv_esc,"io_uring Same Type Object Reuse Priv Esc",great,CVE-2022-1043
exploits,exploits/linux/local/bpf_sign_extension_priv_esc,"Linux BPF Sign Extension Local Privilege Escalation",great,CVE-2017-16995
exploits,exploits/linux/local/glibc_tunables_priv_esc,"Glibc Tunables Privilege Escalation CVE-2023-4911 (aka Looney Tunables)",excellent,CVE-2023-4911
exploits,exploits/linux/local/vcenter_java_wrapper_vmon_priv_esc,"VMware vCenter vScalation Priv Esc",manual,CVE-2021-22015
exploits,exploits/linux/local/libuser_roothelper_priv_esc,"Libuser roothelper Privilege Escalation",great,
exploits,exploits/linux/local/su_login,"Login to Another User with Su on Linux / Unix Systems",normal,
exploits,exploits/linux/local/vmware_mount,"VMWare Setuid vmware-mount Unsafe popen(3)",excellent,CVE-2013-1662
exploits,exploits/linux/local/systemtap_modprobe_options_priv_esc,"SystemTap MODPROBE_OPTIONS Privilege Escalation",excellent,CVE-2010-4170
exploits,exploits/linux/local/ntfs3g_priv_esc,"Debian/Ubuntu ntfs-3g Local Privilege Escalation",good,CVE-2017-0358
exploits,exploits/linux/local/servu_ftp_server_prepareinstallation_priv_esc,"Serv-U FTP Server prepareinstallation Privilege Escalation",excellent,CVE-2019-12181
exploits,exploits/linux/local/cve_2022_0847_dirtypipe,"Dirty Pipe Local Privilege Escalation via CVE-2022-0847",excellent,CVE-2022-0847
exploits,exploits/linux/local/glibc_ld_audit_dso_load_priv_esc,"glibc LD_AUDIT Arbitrary DSO Load Privilege Escalation",excellent,CVE-2010-3847;CVE-2010-3856
exploits,exploits/linux/local/docker_privileged_container_kernel_escape,"Docker Privileged Container Kernel Escape",normal,
exploits,exploits/linux/local/bpf_priv_esc,"Linux BPF doubleput UAF Privilege Escalation",good,CVE-2016-4557
exploits,exploits/linux/local/cve_2023_0386_overlayfs_priv_esc,"Local Privilege Escalation via CVE-2023-0386",excellent,CVE-2023-0386
exploits,exploits/linux/samba/chain_reply,"Samba chain_reply Memory Corruption (Linux x86)",good,
exploits,exploits/linux/samba/setinfopolicy_heap,"Samba SetInformationPolicy AuditEventsInfo Heap Overflow",normal,
exploits,exploits/linux/samba/is_known_pipename,"Samba is_known_pipename() Arbitrary Module Load",excellent,CVE-2017-7494
exploits,exploits/linux/samba/trans2open,"Samba trans2open Overflow (Linux x86)",great,
exploits,exploits/linux/samba/lsa_transnames_heap,"Samba lsa_io_trans_names Heap Overflow",good,
exploits,exploits/linux/telnet/gnu_inetutils_auth_bypass,"GNU Inetutils Telnet Authentication Bypass Exploit CVE-2026-24061",great,CVE-2026-24061
exploits,exploits/linux/telnet/telnet_encrypt_keyid,"Linux BSD-derived Telnet Service Encryption Key ID Buffer Overflow",great,
exploits,exploits/linux/telnet/netgear_telnetenable,"NETGEAR TelnetEnable",excellent,
exploits,exploits/linux/persistence/init_upstart,"Service Upstart Persistence",excellent,
exploits,exploits/linux/persistence/docker_image,"Docker Image Persistence",excellent,
exploits,exploits/linux/persistence/autostart,"Autostart Desktop Item Persistence",excellent,
exploits,exploits/linux/persistence/udev,"udev Persistence",great,
exploits,exploits/linux/persistence/init_sysvinit,"Service System V Persistence",excellent,
exploits,exploits/linux/persistence/bash_profile,"Bash Profile Persistence",excellent,
exploits,exploits/linux/persistence/emacs_extension,"Emacs Extension Persistence",excellent,
exploits,exploits/linux/persistence/yum_package_manager,"Yum Package Manager Persistence",excellent,
exploits,exploits/linux/persistence/apt_package_manager,"APT Package Manager Persistence",excellent,
exploits,exploits/linux/persistence/vim_plugin,"VIM Plugin Persistence",excellent,
exploits,exploits/linux/persistence/init_systemd_override,"Service SystemD override.conf Persistence",excellent,
exploits,exploits/linux/persistence/init_openrc,"Init OpenRC Persistence",excellent,
exploits,exploits/linux/persistence/igel_persistence,"IGEL OS Persistent Payload",,
exploits,exploits/linux/persistence/init_systemd,"Service SystemD Persistence",excellent,
exploits,exploits/linux/persistence/apache_htaccess,"Apache .htaccess Persistence",excellent,
exploits,exploits/linux/persistence/rc_local,"rc.local Persistence",excellent,
exploits,exploits/linux/persistence/motd,"update-motd.d Persistence",excellent,
exploits,exploits/linux/http/dlink_upnp_exec_noauth,"D-Link Devices UPnP SOAP Command Execution",normal,
exploits,exploits/linux/http/vestacp_exec,"Vesta Control Panel Authenticated Remote Code Execution",excellent,
exploits,exploits/linux/http/pandora_itsm_auth_rce_cve_2025_4653,"Pandora ITSM authenticated command injection leading to RCE via the backup function",excellent,CVE-2025-4653
exploits,exploits/linux/http/froxlor_log_path_rce,"Froxlor Log Path RCE",excellent,
exploits,exploits/linux/http/dlink_dir300_exec_telnet,"D-Link Devices Unauthenticated Remote Command Execution",excellent,
exploits,exploits/linux/http/dlink_hnap_login_bof,"Dlink DIR Routers Unauthenticated HNAP Login Stack Buffer Overflow",excellent,
exploits,exploits/linux/http/netis_unauth_rce_cve_2024_22729,"Netis router MW5360 unauthenticated RCE.",excellent,CVE-2024-22729
exploits,exploits/linux/http/geutebruck_testaction_exec,"Geutebruck testaction.cgi Remote Command Execution",excellent,
exploits,exploits/linux/http/netgear_dgn2200b_pppoe_exec,"Netgear DGN2200B pppoe.cgi Remote Command Execution",manual,
exploits,exploits/linux/http/pineapp_ldapsyncnow_exec,"PineApp Mail-SeCure ldapsyncnow.php Arbitrary Command Execution",excellent,
exploits,exploits/linux/http/apache_solr_backup_restore,"Apache Solr Backup/Restore APIs RCE",excellent,CVE-2023-50386
exploits,exploits/linux/http/eyesofnetwork_autodiscovery_rce,"EyesOfNetwork 5.1-5.3 AutoDiscovery Target Command Execution",excellent,CVE-2020-8656;CVE-2020-8657;CVE-2020-9465
exploits,exploits/linux/http/eramba_rce,"Eramba (up to 3.19.1) Authenticated Remote Code Execution Module",excellent,
exploits,exploits/linux/http/empire_skywalker,"PowerShellEmpire Arbitrary File Upload (Skywalker)",excellent,CVE-2024-6127
exploits,exploits/linux/http/invokeai_rce_cve_2024_12029,"InvokeAI RCE",excellent,
exploits,exploits/linux/http/astium_sqli_upload,"astium_sqli_upload",manual,
exploits,exploits/linux/http/peercast_url,"PeerCast URL Handling Buffer Overflow",average,
exploits,exploits/linux/http/dtale_rce_cve_2025_0655,"D-Tale RCE",excellent,CVE-2024-3408
exploits,exploits/linux/http/ipfire_proxy_exec,"IPFire proxy.cgi RCE",excellent,
exploits,exploits/linux/http/pineapple_preconfig_cmdinject,"Hak5 WiFi Pineapple Preconfiguration Command Injection",excellent,
exploits,exploits/linux/http/nexus_repo_manager_el_injection,"Nexus Repository Manager Java EL Injection RCE",excellent,CVE-2020-10199
exploits,exploits/linux/http/terramaster_unauth_rce_cve_2021_45837,"TerraMaster TOS 4.2.15 or lower - RCE chain from unauthenticated to root via session crafting.",excellent,CVE-2021-45837;CVE-2021-45839;CVE-2021-45841;CVE-2021-458439
exploits,exploits/linux/http/github_enterprise_secret,"github_enterprise_secret",excellent,
exploits,exploits/linux/http/progress_flowmon_unauth_cmd_injection,"Flowmon Unauthenticated Command Injection",excellent,CVE-2024-2389
exploits,exploits/linux/http/cisco_ucs_cloupia_script_rce,"Cisco UCS Director Cloupia Script RCE",excellent,
exploits,exploits/linux/http/trendmicro_websecurity_exec,"Trend Micro Web Security (Virtual Appliance) Remote Code Execution",excellent,
exploits,exploits/linux/http/lifesize_uvc_ping_rce,"lifesize_uvc_ping_rce",excellent,
exploits,exploits/linux/http/ipfire_pakfire_exec,"IPFire 2.25 Core Update 156 and Prior pakfire.cgi Authenticated RCE",excellent,
exploits,exploits/linux/http/linksys_themoon_exec,"Linksys E-Series TheMoon Remote Command Injection",excellent,
exploits,exploits/linux/http/invoiceshelf_unauth_rce_cve_2024_55556,"InvoiceShelf unauthenticated PHP Deserialization Vulnerability",excellent,CVE-2024-55556
exploits,exploits/linux/http/dalfox_server_rce_cve_2026_45087,"Dalfox Found-Action Deserialization RCE",excellent,
exploits,exploits/linux/http/nagios_xi_magpie_debug,"Nagios XI Magpie_debug.php Root Remote Code Execution",excellent,CVE-2018-15708;CVE-2018-15710
exploits,exploits/linux/http/ivanti_connect_secure_stack_overflow_rce_cve_2025_22457,"Ivanti Connect Secure Unauthenticated Remote Code Execution via Stack-based Buffer Overflow",great,CVE-2025-0282;CVE-2025-22457
exploits,exploits/linux/http/artica_proxy_auth_bypass_service_cmds_peform_command_injection,"Artica proxy 4.30.000000 Auth Bypass service-cmds-peform Command Injection",excellent,CVE-2020-17505;CVE-2020-17506
exploits,exploits/linux/http/crypttech_cryptolog_login_exec,"crypttech_cryptolog_login_exec",excellent,
exploits,exploits/linux/http/zenoss_showdaemonxmlconfig_exec,"Zenoss 3 showDaemonXMLConfig Command Execution",good,
exploits,exploits/linux/http/rconfig_vendors_auth_file_upload_rce,"rConfig Vendors Auth File Upload RCE",excellent,
exploits,exploits/linux/http/gravcms_exec,"GravCMS Remote Command Execution",normal,
exploits,exploits/linux/http/hustoj_problem_import_rce,"HUSTOJ Admin users can zip-slip problem_import_qduoj.php, planting PHP files in webroot for RCE",great,CVE-2026-24479
exploits,exploits/linux/http/php_imap_open_rce,"php imap_open Remote Code Execution",good,
exploits,exploits/linux/http/dlink_command_php_exec_noauth,"D-Link Devices Unauthenticated Remote Command Execution",excellent,
exploits,exploits/linux/http/bentoml_runner_server_rce_cve_2025_32375,"BentoML's runner server RCE",excellent,
exploits,exploits/linux/http/mobileiron_core_log4shell,"MobileIron Core Unauthenticated JNDI Injection RCE (via Log4Shell)",excellent,CVE-2021-44228
exploits,exploits/linux/http/opendcim_install_sqli_rce,"openDCIM install.php SQL Injection to RCE",excellent,CVE-2026-28515
exploits,exploits/linux/http/grandstream_gxv31xx_settimezone_unauth_cmd_exec,"grandstream_gxv31xx_settimezone_unauth_cmd_exec",great,
exploits,exploits/linux/http/optergy_bms_backdoor_rce_cve_2019_7276,"Optergy Proton and Enterprise BMS Command Injection using a backdoor",excellent,CVE-2019-7276
exploits,exploits/linux/http/symantec_web_gateway_restore,"symantec_web_gateway_restore",excellent,
exploits,exploits/linux/http/spark_unauth_rce,"Apache Spark Unauthenticated Command Execution",excellent,
exploits,exploits/linux/http/apache_hugegraph_gremlin_rce,"Apache HugeGraph Gremlin RCE",excellent,CVE-2024-27348
exploits,exploits/linux/http/qnap_qcenter_change_passwd_exec,"qnap_qcenter_change_passwd_exec",excellent,
exploits,exploits/linux/http/klog_server_authenticate_user_unauth_command_injection,"Klog Server authenticate.php user Unauthenticated Command Injection",excellent,
exploits,exploits/linux/http/centreon_auth_rce_cve_2025_5946,"Centreon authenticated command injection leading to RCE via broker engine 'reload' parameter",excellent,CVE-2025-5946
exploits,exploits/linux/http/pandora_ping_cmd_exec,"Pandora FMS Ping Authenticated Remote Code Execution",excellent,
exploits,exploits/linux/http/kaltura_unserialize_rce,"Kaltura Remote PHP Code Execution",excellent,
exploits,exploits/linux/http/dcos_marathon,"DC/OS Marathon UI Docker Exploit",excellent,
exploits,exploits/linux/http/netalertx_rce_cve_2024_46506,"Unauthenticated RCE in NetAlertX",excellent,CVE-2024-46506
exploits,exploits/linux/http/dolibarr_cmd_exec,"dolibarr_cmd_exec",excellent,
exploits,exploits/linux/http/zimbra_mboximport_cve_2022_27925,"Zip Path Traversal in Zimbra (mboximport) (CVE-2022-27925)",excellent,CVE-2022-27925
exploits,exploits/linux/http/jenkins_cli_deserialization,"Jenkins CLI Deserialization",excellent,
exploits,exploits/linux/http/pandora_fms_events_exec,"Pandora FMS Events Remote Command Execution",excellent,CVE-2020-13851
exploits,exploits/linux/http/netgear_readynas_exec,"NETGEAR ReadyNAS Perl Code Evaluation",manual,
exploits,exploits/linux/http/aitemi_m300_time_rce,"Shenzhen Aitemi M300 Wi-Fi Repeater Unauthenticated RCE (time param)",good,
exploits,exploits/linux/http/netgear_r7000_cgibin_exec,"netgear_r7000_cgibin_exec",excellent,CVE-2016-582384
exploits,exploits/linux/http/vmware_vrli_rce,"VMware vRealize Log Insight Unauthenticated RCE",excellent,
exploits,exploits/linux/http/vmware_vcenter_vsan_health_rce,"VMware vCenter Server Virtual SAN Health Check Plugin RCE",excellent,CVE-2021-2021;CVE-2021-21985
exploits,exploits/linux/http/linksys_wrt54gl_apply_exec,"Linksys WRT54GL apply.cgi Command Execution",manual,
exploits,exploits/linux/http/alcatel_omnipcx_mastercgi_exec,"Alcatel-Lucent OmniPCX Enterprise masterCGI Arbitrary Command Execution",manual,
exploits,exploits/linux/http/webcalendar_settings_exec,"webcalendar_settings_exec",excellent,
exploits,exploits/linux/http/cisco_prime_inf_rce,"Cisco Prime Infrastructure Unauthenticated Remote Code Execution",excellent,
exploits,exploits/linux/http/bludit_upload_images_exec,"bludit_upload_images_exec",excellent,
exploits,exploits/linux/http/vmware_workspace_one_access_vmsa_2022_0011_chain,"VMware Workspace ONE Access VMSA-2022-0011 exploit chain",excellent,CVE-2022-22956;CVE-2022-22957;CVE-2022-22960
exploits,exploits/linux/http/apache_couchdb_cmd_exec,"Apache CouchDB Arbitrary Command Execution",excellent,CVE-2017-12635;CVE-2017-12636
exploits,exploits/linux/http/trendmicro_sps_exec,"trendmicro_sps_exec",excellent,
exploits,exploits/linux/http/vmware_workspace_one_access_cve_2022_22954,"VMware Workspace ONE Access CVE-2022-22954",excellent,CVE-2022-22954
exploits,exploits/linux/http/nagios_xi_plugins_check_plugin_authenticated_rce,"Nagios XI Prior to 5.6.6 getprofile.sh Authenticated Remote Command Execution",excellent,
exploits,exploits/linux/http/pandora_fms_exec,"pandora_fms_exec",excellent,
exploits,exploits/linux/http/pulse_secure_gzip_rce,"Pulse Secure VPN gzip RCE",excellent,CVE-2020-8260
exploits,exploits/linux/http/apache_nifi_h2_rce,"Apache NiFi H2 Connection String Remote Code Execution",excellent,
exploits,exploits/linux/http/raspberrymatic_unauth_rce_cve_2024_24578,"RaspberryMatic unauthenticated Remote Code Execution vulnerability through HMServer File Upload.",excellent,CVE-2024-24578
exploits,exploits/linux/http/kloxo_sqli,"Kloxo SQL Injection and Remote Code Execution",manual,
exploits,exploits/linux/http/qnap_qts_rce_cve_2023_47218,"QNAP QTS and QuTS Hero Unauthenticated Remote Code Execution in quick.cgi",excellent,CVE-2023-47218
exploits,exploits/linux/http/pineapp_livelog_exec,"PineApp Mail-SeCure livelog.html Arbitrary Command Execution",excellent,
exploits,exploits/linux/http/bitbucket_git_cmd_injection,"Bitbucket Git Command Injection",excellent,CVE-2022-36804
exploits,exploits/linux/http/control_web_panel_api_cmd_exec,"Control Web Panel /admin/index.php Unauthenticated RCE",excellent,CVE-2025-67888
exploits,exploits/linux/http/apache_ofbiz_deserialization_soap,"Apache OFBiz SOAP Java Deserialization",excellent,CVE-2021-26295
exploits,exploits/linux/http/synology_dsm_sliceupload_exec_noauth,"synology_dsm_sliceupload_exec_noauth",excellent,
exploits,exploits/linux/http/efw_chpasswd_exec,"Endian Firewall Proxy Password Change Command Injection",excellent,
exploits,exploits/linux/http/traccar_rce_upload,"Traccar v5 Remote Code Execution (CVE-2024-31214 and CVE-2024-24809)",excellent,CVE-2024-24809;CVE-2024-31214
exploits,exploits/linux/http/ddwrt_cgibin_exec,"DD-WRT HTTP Daemon Arbitrary Command Execution",excellent,
exploits,exploits/linux/http/apache_continuum_cmd_exec,"Apache Continuum Arbitrary Command Execution",excellent,
exploits,exploits/linux/http/ipfire_bashbug_exec,"IPFire Bash Environment Variable Injection (Shellshock)",excellent,CVE-2014-6271
exploits,exploits/linux/http/dlink_diagnostic_exec_noauth,"D-Link DIR-645 / DIR-815 diagnostic.php Command Execution",excellent,
exploits,exploits/linux/http/ictbroadcast_unauth_cookie,"ICTBroadcast Unauthenticated Remote Code Execution",excellent,
exploits,exploits/linux/http/netsweeper_webadmin_unixlogin,"Netsweeper WebAdmin unixlogin.php Python Code Injection",excellent,
exploits,exploits/linux/http/sophos_wpa_iface_exec,"Sophos Web Protection Appliance Interface Authenticated Arbitrary Command Execution",excellent,
exploits,exploits/linux/http/cisco_ucs_rce,"Cisco UCS Director Unauthenticated Remote Code Execution",excellent,CVE-2019-1936;CVE-2019-1937
exploits,exploits/linux/http/axis_srv_parhand_rce,"Axis Network Camera .srv-to-parhand RCE",excellent,
