class,path,name,rank,cves
exploits,exploits/windows/browser/adobe_flash_uncompress_zlib_uninitialized,"Adobe Flash Player UncompressViaZlibVariant Uninitialized Memory",good,CVE-2014-8440
exploits,exploits/windows/browser/keyhelp_launchtripane_exec,"KeyHelp ActiveX LaunchTriPane Remote Code Execution Vulnerability",excellent,CVE-2012-2516
exploits,exploits/windows/browser/zenworks_helplauncher_exec,"AdminStudio LaunchHelp.dll ActiveX Arbitrary Code Execution",normal,
exploits,exploits/windows/browser/intrust_annotatex_add,"Quest InTrust Annotation Objects Uninitialized Pointer",average,
exploits,exploits/windows/browser/cisco_anyconnect_exec,"Cisco AnyConnect VPN Client ActiveX URL Property Download and Execute",excellent,
exploits,exploits/windows/browser/mozilla_nssvgvalue,"Firefox nsSVGValue Out-of-Bounds Access Vulnerability",average,
exploits,exploits/windows/browser/hp_loadrunner_addfile,"Persits XUpload ActiveX AddFile Buffer Overflow",normal,
exploits,exploits/windows/browser/hpmqc_progcolor,"HP Mercury Quality Center ActiveX Control ProgColor Buffer Overflow",normal,
exploits,exploits/windows/browser/wellintech_kingscada_kxclientdownload,"KingScada kxClientDownload.ocx ActiveX Remote Code Execution",good,
exploits,exploits/windows/browser/advantech_webaccess_dvs_getcolor,"Advantech WebAccess dvs.ocx GetColor Buffer Overflow",normal,
exploits,exploits/windows/browser/novell_groupwise_gwcls1_actvx,"novell_groupwise_gwcls1_actvx",normal,
exploits,exploits/windows/browser/ms13_059_cflatmarkuppointer,"ms13_059_cflatmarkuppointer",normal,
exploits,exploits/windows/browser/ms08_053_mediaencoder,"Windows Media Encoder 9 wmex.dll ActiveX Buffer Overflow",normal,
exploits,exploits/windows/browser/apple_itunes_playlist,"Apple ITunes 4.7 Playlist Buffer Overflow",normal,
exploits,exploits/windows/browser/novelliprint_executerequest,"Novell iPrint Client ActiveX Control ExecuteRequest Buffer Overflow",normal,
exploits,exploits/windows/browser/oracle_webcenter_checkoutandopen,"oracle_webcenter_checkoutandopen",excellent,
exploits,exploits/windows/browser/nis2004_antispam,"Norton AntiSpam 2004 SymSpamHelper ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms10_046_shortcut_icon_dllloader,"Microsoft Windows Shell LNK Code Execution",excellent,
exploits,exploits/windows/browser/java_codebase_trust,"Sun Java Applet2ClassLoader Remote Code Execution",excellent,CVE-2010-4452
exploits,exploits/windows/browser/cisco_webex_ext,"cisco_webex_ext",great,CVE-2017-3823
exploits,exploits/windows/browser/mcafee_mvt_exec,"mcafee_mvt_exec",excellent,
exploits,exploits/windows/browser/ie_unsafe_scripting,"Microsoft Internet Explorer Unsafe Scripting Misconfiguration",manual,
exploits,exploits/windows/browser/asus_net4switch_ipswcom,"asus_net4switch_ipswcom",normal,
exploits,exploits/windows/browser/ms13_037_svg_dashstyle,"ms13_037_svg_dashstyle",normal,
exploits,exploits/windows/browser/symantec_appstream_unsafe,"Symantec AppStream LaunchObj ActiveX Control Arbitrary File Download and Execute",excellent,
exploits,exploits/windows/browser/orbit_connecting,"Orbit Downloader Connecting Log Creation Buffer Overflow",normal,
exploits,exploits/windows/browser/adobe_flash_otf_font,"adobe_flash_otf_font",normal,CVE-2012-1535
exploits,exploits/windows/browser/java_mixer_sequencer,"java_mixer_sequencer",great,CVE-2010-0842
exploits,exploits/windows/browser/baofeng_storm_onbeforevideodownload,"BaoFeng Storm mps.dll ActiveX OnBeforeVideoDownload Buffer Overflow",normal,
exploits,exploits/windows/browser/clear_quest_cqole,"clear_quest_cqole",normal,
exploits,exploits/windows/browser/barcode_ax49,"RKD Software BarCodeAx.dll v4.9 ActiveX Remote Stack Buffer Overflow",normal,
exploits,exploits/windows/browser/mozilla_reduceright,"Mozilla Firefox Array.reduceRight() Integer Overflow",normal,
exploits,exploits/windows/browser/ms11_003_ie_css_import,"MS11-003 Microsoft Internet Explorer CSS Recursive Import Use After Free",good,
exploits,exploits/windows/browser/indusoft_issymbol_internationalseparator,"indusoft_issymbol_internationalseparator",normal,
exploits,exploits/windows/browser/ibmlotusdomino_dwa_uploadmodule,"IBM Lotus Domino Web Access Upload Module Buffer Overflow",normal,
exploits,exploits/windows/browser/ms13_055_canchor,"ms13_055_canchor",normal,
exploits,exploits/windows/browser/ibmegath_getxmlvalue,"IBM Access Support ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/c6_messenger_downloaderactivex,"Icona SpA C6 Messenger DownloaderActiveX Control Arbitrary File Download and Execute",excellent,
exploits,exploits/windows/browser/imgeviewer_tifmergemultifiles,"Viscom Image Viewer CP Pro 8.0/Gold 6.0 ActiveX Control",normal,
exploits,exploits/windows/browser/mswhale_checkforupdates,"Microsoft Whale Intelligent Application Gateway ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/chilkat_crypt_writefile,"Chilkat Crypt ActiveX WriteFile Unsafe Method",excellent,
exploits,exploits/windows/browser/apple_quicktime_mime_type,"Apple QuickTime 7.7.2 MIME Type Buffer Overflow",normal,
exploits,exploits/windows/browser/adobe_flash_rtmp,"adobe_flash_rtmp",normal,CVE-2012-0779
exploits,exploits/windows/browser/ultraoffice_httpupload,"Ultra Shareware Office Control ActiveX HttpUpload Buffer Overflow",good,
exploits,exploits/windows/browser/ebook_flipviewer_fviewerloading,"FlipViewer FViewerLoading ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/persits_xupload_traversal,"Persits XUpload ActiveX MakeHttpRequest Directory Traversal",excellent,
exploits,exploits/windows/browser/adobe_toolbutton,"adobe_toolbutton",normal,
exploits,exploits/windows/browser/ms13_080_cdisplaypointer,"ms13_080_cdisplaypointer",normal,CVE-2013-3893
exploits,exploits/windows/browser/samsung_security_manager_put,"samsung_security_manager_put",excellent,
exploits,exploits/windows/browser/communicrypt_mail_activex,"CommuniCrypt Mail 1.16 SMTP ActiveX Stack Buffer Overflow",great,
exploits,exploits/windows/browser/honeywell_tema_exec,"honeywell_tema_exec",excellent,
exploits,exploits/windows/browser/ms10_002_ie_object,"ms10_002_ie_object",normal,
exploits,exploits/windows/browser/mozilla_mchannel,"Mozilla Firefox 3.6.16 mChannel Use-After-Free Vulnerability",normal,
exploits,exploits/windows/browser/java_ws_double_quote,"Sun Java Web Start Double Quote Injection",excellent,CVE-2012-0500
exploits,exploits/windows/browser/mozilla_interleaved_write,"Mozilla Firefox Interleaved document.write/appendChild Memory Corruption",normal,
exploits,exploits/windows/browser/adobe_flash_mp4_cprt,"adobe_flash_mp4_cprt",normal,CVE-2012-0754
exploits,exploits/windows/browser/ms10_026_avi_nsamplespersec,"MS10-026 Microsoft MPEG Layer-3 Audio Stack Based Overflow",normal,CVE-2010-0480
exploits,exploits/windows/browser/realplayer_import,"RealPlayer ierpplug.dll ActiveX Control Playlist Name Buffer Overflow",normal,
exploits,exploits/windows/browser/ms08_070_visual_studio_msmask,"Microsoft Visual Studio Mdmask32.ocx ActiveX Stack Buffer Overflow",normal,
exploits,exploits/windows/browser/webex_ucf_newobject,"WebEx UCF atucfobj.dll ActiveX NewObject Method Buffer Overflow",good,
exploits,exploits/windows/browser/adobe_jbig2decode,"Adobe JBIG2Decode Heap Corruption",good,
exploits,exploits/windows/browser/sonicwall_addrouteentry,"SonicWall SSL-VPN NetExtender ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ie_cbutton_uaf,"ie_cbutton_uaf",normal,CVE-2012-4792
exploits,exploits/windows/browser/novelliprint_executerequest_dbg,"Novell iPrint Client ActiveX Control ExecuteRequest debug Buffer Overflow",normal,CVE-2010-3106
exploits,exploits/windows/browser/creative_software_cachefolder,"Creative Software AutoUpdate Engine ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/blackice_downloadimagefileurl,"Black Ice Cover Page ActiveX Control Arbitrary File Download",excellent,
exploits,exploits/windows/browser/adobe_flash_worker_byte_array_uaf,"Adobe Flash Player ByteArray With Workers Use After Free",great,CVE-2015-0313
exploits,exploits/windows/browser/nis2004_get,"Symantec Norton Internet Security 2004 ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/sapgui_saveviewtosessionfile,"SAP AG SAPgui EAI WebViewer3D Buffer Overflow",normal,
exploits,exploits/windows/browser/vlc_amv,"vlc_amv",good,CVE-2010-3275
exploits,exploits/windows/browser/cisco_playerpt_setsource_surl,"Cisco Linksys PlayerPT ActiveX Control SetSource sURL Argument Buffer Overflow",normal,
exploits,exploits/windows/browser/oracle_autovue_setmarkupmode,"Oracle AutoVue ActiveX Control SetMarkupMode Buffer Overflow",normal,CVE-2012-0549
exploits,exploits/windows/browser/x360_video_player_set_text_bof,"x360_video_player_set_text_bof",normal,
exploits,exploits/windows/browser/mozilla_nstreerange,"Mozilla Firefox 'nsTreeRange' Dangling Pointer Vulnerability",normal,
exploits,exploits/windows/browser/pcvue_func,"pcvue_func",average,
exploits,exploits/windows/browser/hyleos_chemviewx_activex,"Hyleos ChemView ActiveX Control Stack Buffer Overflow",good,
exploits,exploits/windows/browser/novelliprint_callbackurl,"Novell iPrint Client ActiveX Control call-back-url Buffer Overflow",normal,CVE-2010-1527
exploits,exploits/windows/browser/adobe_utilprintf,"Adobe util.printf() Buffer Overflow",good,
exploits,exploits/windows/browser/ms12_037_ie_colspan,"MS12-037 Microsoft Internet Explorer Fixed Table Col Span Heap Overflow",normal,
exploits,exploits/windows/browser/ms10_018_ie_tabular_activex,"MS10-018 Microsoft Internet Explorer Tabular Data Control ActiveX Memory Corruption",good,
exploits,exploits/windows/browser/hp_alm_xgo_setshapenodetype_exec,"hp_alm_xgo_setshapenodetype_exec",normal,
exploits,exploits/windows/browser/java_cmm,"Java CMM Remote Code Execution",normal,CVE-2013-1493
exploits,exploits/windows/browser/winamp_ultravox,"Winamp Ultravox Streaming Metadata (in_mp3.dll) Buffer Overflow",normal,
exploits,exploits/windows/browser/ms13_090_cardspacesigninhelper,"ms13_090_cardspacesigninhelper",normal,
exploits,exploits/windows/browser/ms07_017_ani_loadimage_chunksize,"Windows ANI LoadAniIcon() Chunk Size Stack Buffer Overflow (HTTP)",great,
exploits,exploits/windows/browser/inotes_dwa85w_bof,"inotes_dwa85w_bof",normal,
exploits,exploits/windows/browser/adobe_flashplayer_newfunction,"Adobe Flash Player 'newfunction' Invalid Pointer Use",normal,CVE-2010-1297
exploits,exploits/windows/browser/hp_loadrunner_writefilebinary,"hp_loadrunner_writefilebinary",normal,
exploits,exploits/windows/browser/trendmicro_extsetowner,"Trend Micro Internet Security Pro 2010 ActiveX extSetOwner() Remote Code Execution",normal,CVE-2010-3189
exploits,exploits/windows/browser/firefox_smil_uaf,"firefox_smil_uaf",normal,
exploits,exploits/windows/browser/winzip_fileview,"WinZip FileView (WZFILEVIEW.FileViewCtrl.61) ActiveX Buffer Overflow",normal,
exploits,exploits/windows/browser/mozilla_firefox_onreadystatechange,"Firefox onreadystatechange Event DocumentViewerImpl Use After Free",normal,
exploits,exploits/windows/browser/dell_webcam_crazytalk,"dell_webcam_crazytalk",normal,
exploits,exploits/windows/browser/notes_handler_cmdinject,"notes_handler_cmdinject",excellent,
exploits,exploits/windows/browser/synactis_connecttosynactis_bof,"synactis_connecttosynactis_bof",normal,
exploits,exploits/windows/browser/ms09_043_owc_htmlurl,"Microsoft OWC Spreadsheet HTMLURL Buffer Overflow",normal,
exploits,exploits/windows/browser/kazaa_altnet_heap,"Kazaa Altnet Download Manager ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/hp_easy_printer_care_xmlsimpleaccessor,"HP Easy Printer Care XMLSimpleAccessor Class ActiveX Control Remote Code Execution",great,
exploits,exploits/windows/browser/viscom_movieplayer_drawtext,"Viscom Software Movie Player Pro SDK ActiveX 6.8",normal,
exploits,exploits/windows/browser/ca_brightstor_addcolumn,"CA BrightStor ARCserve Backup AddColumn() ActiveX Buffer Overflow",normal,
exploits,exploits/windows/browser/ms03_020_ie_objecttype,"MS03-020 Microsoft Internet Explorer Object Type",normal,
exploits,exploits/windows/browser/symantec_altirisdeployment_runcmd,"Symantec Altiris Deployment Solution ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms14_012_cmarkup_uaf,"ms14_012_cmarkup_uaf",normal,CVE-2014-0322
exploits,exploits/windows/browser/novelliprint_getdriversettings,"Novell iPrint Client ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/yahoomessenger_fvcom,"Yahoo! Messenger YVerInfo.dll ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/softartisans_getdrivename,"SoftArtisans XFile FileManager ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/adobe_flatedecode_predictor02,"Adobe FlateDecode Stream Predictor 02 Integer Overflow",good,
exploits,exploits/windows/browser/ms09_002_memory_corruption,"MS09-002 Microsoft Internet Explorer 7 CFunctionPointer Uninitialized Memory Corruption",normal,
exploits,exploits/windows/browser/adobe_geticon,"Adobe Collab.getIcon() Buffer Overflow",good,
exploits,exploits/windows/browser/hp_loadrunner_writefilestring,"hp_loadrunner_writefilestring",normal,
exploits,exploits/windows/browser/ie_setmousecapture_uaf,"ie_setmousecapture_uaf",normal,CVE-2013-3893
exploits,exploits/windows/browser/dxstudio_player_exec,"Worldweaver DX Studio Player shell.execute() Command Execution",excellent,
exploits,exploits/windows/browser/awingsoft_web3d_bof,"AwingSoft Winds3D Player SceneURL Buffer Overflow",average,
exploits,exploits/windows/browser/apple_quicktime_marshaled_punk,"Apple QuickTime 7.6.7 _Marshaled_pUnk Code Execution",great,
exploits,exploits/windows/browser/greendam_url,"Green Dam URL Processing Buffer Overflow",normal,
exploits,exploits/windows/browser/facebook_extractiptc,"Facebook Photo Uploader 4 ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms10_018_ie_behaviors,"MS10-018 Microsoft Internet Explorer DHTML Behaviors Use After Free",good,CVE-2010-0806
exploits,exploits/windows/browser/aim_goaway,"AOL Instant Messenger goaway Overflow",great,
exploits,exploits/windows/browser/ntr_activex_stopmodule,"NTR ActiveX Control StopModule() Remote Code Execution",normal,
exploits,exploits/windows/browser/xmplay_asx,"XMPlay 3.3.0.4 (ASX Filename) Buffer Overflow",good,
exploits,exploits/windows/browser/ms10_022_ie_vbscript_winhlp32,"MS10-022 Microsoft Internet Explorer Winhlp32.exe MsgBox Code Execution",great,
exploits,exploits/windows/browser/getgodm_http_response_bof,"GetGo Download Manager HTTP Response Buffer Overflow",normal,
exploits,exploits/windows/browser/teechart_pro,"TeeChart Professional ActiveX Control Trusted Integer Dereference",normal,
exploits,exploits/windows/browser/malwarebytes_update_exec,"Malwarebytes Anti-Malware and Anti-Exploit Update Remote Code Execution",good,CVE-2014-4936
exploits,exploits/windows/browser/ibm_tivoli_pme_activex_bof,"ibm_tivoli_pme_activex_bof",normal,
exploits,exploits/windows/browser/verypdf_pdfview,"VeryPDF PDFView OCX ActiveX OpenPDF Heap Overflow",normal,
exploits,exploits/windows/browser/hp_easy_printer_care_xmlcachemgr,"HP Easy Printer Care XMLCacheMgr Class ActiveX Control Remote Code Execution",great,
exploits,exploits/windows/browser/chrome_filereader_uaf,"Chrome 72.0.3626.119 FileReader UaF exploit for Windows 7 x86",manual,CVE-2019-5786
exploits,exploits/windows/browser/adobe_flash_domain_memory_uaf,"Adobe Flash Player domainMemory ByteArray Use After Free",great,CVE-2015-0359
exploits,exploits/windows/browser/systemrequirementslab_unsafe,"Husdawg, LLC. System Requirements Lab ActiveX Unsafe Method",excellent,
exploits,exploits/windows/browser/ms12_004_midi,"ms12_004_midi",normal,
exploits,exploits/windows/browser/msxml_get_definition_code_exec,"msxml_get_definition_code_exec",good,
exploits,exploits/windows/browser/java_basicservice_impl,"Sun Java Web Start BasicServiceImpl Code Execution",excellent,CVE-2010-3563
exploits,exploits/windows/browser/adobe_cooltype_sing,"Adobe CoolType SING Table 'uniqueName' Stack Buffer Overflow",great,CVE-2010-2883
exploits,exploits/windows/browser/ms12_037_same_id,"ms12_037_same_id",normal,CVE-2012-1875
exploits,exploits/windows/browser/quickr_qp2_bof,"quickr_qp2_bof",normal,
exploits,exploits/windows/browser/safari_xslt_output,"Apple Safari Webkit libxslt Arbitrary File Creation",excellent,
exploits,exploits/windows/browser/symantec_consoleutilities_browseandsavefile,"Symantec ConsoleUtilities ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/oracle_dc_submittoexpress,"Oracle Document Capture 10g ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/apple_quicktime_texml_font_table,"Apple QuickTime 7.7.2 TeXML Style Element font-table Field Stack Buffer Overflow",normal,
exploits,exploits/windows/browser/foxit_reader_plugin_url_bof,"foxit_reader_plugin_url_bof",normal,
exploits,exploits/windows/browser/amaya_bdo,"amaya_bdo",normal,
exploits,exploits/windows/browser/ms14_064_ole_code_execution,"ms14_064_ole_code_execution",good,CVE-2014-6332
exploits,exploits/windows/browser/logitechvideocall_start,"Logitech VideoCall ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/athocgov_completeinstallation,"AtHocGov IWSAlerts ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/enjoysapgui_comp_download,"EnjoySAP SAP GUI ActiveX Control Arbitrary File Download",excellent,
exploits,exploits/windows/browser/lpviewer_url,"iseemedia / Roxio / MGI Software LPViewer ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms09_043_owc_msdso,"Microsoft OWC Spreadsheet msDataSourceObject Memory Corruption",normal,
exploits,exploits/windows/browser/ovftool_format_string,"VMWare OVF Tools Format String Vulnerability",normal,
exploits,exploits/windows/browser/ms10_090_ie_css_clip,"MS10-090 Microsoft Internet Explorer CSS SetUserClip Memory Corruption",good,
exploits,exploits/windows/browser/awingsoft_winds3d_sceneurl,"AwingSoft Winds3D Player 3.5 SceneURL Download and Execute",excellent,
exploits,exploits/windows/browser/crystal_reports_printcontrol,"crystal_reports_printcontrol",normal,
exploits,exploits/windows/browser/mcafeevisualtrace_tracetarget,"McAfee Visual Trace ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/adobe_shockwave_rcsl_corruption,"Adobe Shockwave rcsL Memory Corruption",normal,
exploits,exploits/windows/browser/java_docbase_bof,"Sun Java Runtime New Plugin docbase Buffer Overflow",great,
exploits,exploits/windows/browser/ibm_spss_c1sizer,"ibm_spss_c1sizer",normal,
exploits,exploits/windows/browser/hp_loadrunner_addfolder,"HP LoadRunner 9.0 ActiveX AddFolder Buffer Overflow",good,
exploits,exploits/windows/browser/ms09_072_style_object,"MS09-072 Microsoft Internet Explorer Style getElementsByTagName Memory Corruption",normal,
exploits,exploits/windows/browser/ntr_activex_check_bof,"NTR ActiveX Control Check() Method Buffer Overflow",normal,
exploits,exploits/windows/browser/roxio_cineplayer,"Roxio CinePlayer ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ultramjcam_openfiledig_bof,"ultramjcam_openfiledig_bof",normal,
exploits,exploits/windows/browser/ms06_001_wmf_setabortproc,"Windows XP/2003/Vista Metafile Escape() SetAbortProc Code Execution",great,
exploits,exploits/windows/browser/cisco_playerpt_setsource,"Cisco Linksys PlayerPT ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms06_071_xml_core,"MS06-071 Microsoft Internet Explorer XML Core Services HTTP Request Handling",normal,
exploits,exploits/windows/browser/autodesk_idrop,"Autodesk IDrop ActiveX Control Heap Memory Corruption",normal,
exploits,exploits/windows/browser/mcafee_mcsubmgr_vsprintf,"McAfee Subscription Manager Stack Buffer Overflow",normal,
exploits,exploits/windows/browser/ms13_069_caret,"ms13_069_caret",normal,
exploits,exploits/windows/browser/ms06_013_createtextrange,"MS06-013 Microsoft Internet Explorer createTextRange() Code Execution",normal,
exploits,exploits/windows/browser/ie_cgenericelement_uaf,"ie_cgenericelement_uaf",good,
exploits,exploits/windows/browser/mozilla_firefox_xmlserializer,"Firefox XMLSerializer Use After Free",normal,
exploits,exploits/windows/browser/ie_execcommand_uaf,"ie_execcommand_uaf",good,
exploits,exploits/windows/browser/adobe_flashplayer_flash10o,"adobe_flashplayer_flash10o",normal,CVE-2011-0611
exploits,exploits/windows/browser/msvidctl_mpeg2,"Microsoft DirectShow (msvidctl.dll) MPEG-2 Memory Corruption",normal,
exploits,exploits/windows/browser/adobe_flash_copy_pixels_to_byte_array,"Adobe Flash Player copyPixelsToByteArray Method Integer Overflow",great,CVE-2014-0556
exploits,exploits/windows/browser/ms13_022_silverlight_script_object,"ms13_022_silverlight_script_object",normal,CVE-2013-0074
exploits,exploits/windows/browser/ms08_078_xml_corruption,"MS08-078 Microsoft Internet Explorer Data Binding Memory Corruption",normal,
exploits,exploits/windows/browser/honeywell_hscremotedeploy_exec,"honeywell_hscremotedeploy_exec",excellent,CVE-2013-0108
exploits,exploits/windows/browser/ubisoft_uplay_cmd_exec,"Ubisoft uplay 2.0.3 ActiveX Control Arbitrary Code Execution",normal,
exploits,exploits/windows/browser/nctaudiofile2_setformatlikesample,"NCTAudioFile2 v2.x ActiveX Control SetFormatLikeSample() Buffer Overflow",normal,
exploits,exploits/windows/browser/citrix_gateway_actx,"Citrix Gateway ActiveX Control Stack Based Buffer Overflow Vulnerability",normal,CVE-2011-2882
exploits,exploits/windows/browser/mirc_irc_url,"mIRC IRC URL Buffer Overflow",normal,
exploits,exploits/windows/browser/aol_icq_downloadagent,"America Online ICQ ActiveX Control Arbitrary File Download and Execute",excellent,
exploits,exploits/windows/browser/ms11_081_option,"ms11_081_option",normal,
exploits,exploits/windows/browser/java_ws_arginject_altjvm,"Sun Java Web Start Plugin Command Line Argument Injection",excellent,
exploits,exploits/windows/browser/maxthon_history_xcs,"Maxthon3 about:history XCS Trusted Zone Code Execution",excellent,
exploits,exploits/windows/browser/ms10_042_helpctr_xss_cmd_exec,"Microsoft Help Center XSS and Command Execution",excellent,
exploits,exploits/windows/browser/juniper_sslvpn_ive_setupdll,"Juniper SSL-VPN IVE JuniperSetupDLL.dll ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms11_050_mshtml_cobjectelement,"ms11_050_mshtml_cobjectelement",normal,
exploits,exploits/windows/browser/exodus,"Exodus Wallet (ElectronJS Framework) remote Code Execution",manual,
exploits,exploits/windows/browser/samsung_neti_wiewer_backuptoavi_bof,"samsung_neti_wiewer_backuptoavi_bof",normal,
exploits,exploits/windows/browser/adobe_flash_sps,"adobe_flash_sps",normal,CVE-2011-2140
exploits,exploits/windows/browser/adobe_flash_avm2,"adobe_flash_avm2",normal,CVE-2014-0497
exploits,exploits/windows/browser/realplayer_smil,"RealNetworks RealPlayer SMIL Buffer Overflow",normal,
exploits,exploits/windows/browser/ie_createobject,"MS06-014 Microsoft Internet Explorer COM CreateObject Code Execution",excellent,
exploits,exploits/windows/browser/aol_ampx_convertfile,"AOL Radio AmpX ActiveX Control ConvertFile() Buffer Overflow",normal,
exploits,exploits/windows/browser/ms16_051_vbscript,"ms16_051_vbscript",normal,CVE-2016-0189
exploits,exploits/windows/browser/novelliprint_getdriversettings_2,"Novell iPrint Client ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/ms06_067_keyframe,"MS06-067 Microsoft Internet Explorer Daxctle.OCX KeyFrame Method Heap Buffer Overflow Vulnerability",normal,
exploits,exploits/windows/browser/macrovision_unsafe,"Macrovision InstallShield Update Service ActiveX Unsafe Method",excellent,
exploits,exploits/windows/browser/example,"Module Name",normal,
exploits,exploits/windows/browser/novelliprint_datetime,"Novell iPrint Client ActiveX Control Date/Time Buffer Overflow",great,
exploits,exploits/windows/browser/mozilla_attribchildremoved,"Firefox 8/9 AttributeChildRemoved() Use-After-Free",average,
exploits,exploits/windows/browser/ask_shortformat,"Ask.com Toolbar askBar.dll ActiveX Control Buffer Overflow",normal,
exploits,exploits/windows/browser/adobe_flash_regex_value,"adobe_flash_regex_value",normal,CVE-2013-0634
exploits,exploits/windows/browser/adobe_flash_filters_type_confusion,"adobe_flash_filters_type_confusion",normal,CVE-2013-5331
exploits,exploits/windows/mysql/scrutinizer_upload_exec,"scrutinizer_upload_exec",excellent,
exploits,exploits/windows/mysql/mysql_start_up,"Oracle MySQL for Microsoft Windows FILE Privilege Abuse",excellent,
exploits,exploits/windows/mysql/mysql_mof,"Oracle MySQL for Microsoft Windows MOF Execution",excellent,
exploits,exploits/windows/mysql/mysql_yassl_hello,"MySQL yaSSL SSL Hello Message Buffer Overflow",average,
exploits,exploits/windows/tftp/netdecision_tftp_traversal,"netdecision_tftp_traversal",excellent,
exploits,exploits/windows/tftp/futuresoft_transfermode,"FutureSoft TFTP Server 2000 Transfer-Mode Overflow",average,
exploits,exploits/windows/tftp/threectftpsvc_long_mode,"3CTftpSvc TFTP Long Mode Buffer Overflow",great,
exploits,exploits/windows/tftp/tftpd32_long_filename,"TFTPD32 Long Filename Buffer Overflow",average,
exploits,exploits/windows/tftp/opentftp_error_code,"OpenTFTP SP 1.4 Error Packet Overflow",average,
exploits,exploits/windows/tftp/dlink_long_filename,"D-Link TFTP 1.0 Long Filename Buffer Overflow",good,
exploits,exploits/windows/tftp/quick_tftp_pro_mode,"Quick FTP Pro 2.1 Transfer-Mode Overflow",good,
exploits,exploits/windows/tftp/tftpserver_wrq_bof,"TFTP Server for Windows 1.4 ST WRQ Buffer Overflow",normal,
exploits,exploits/windows/tftp/attftp_long_filename,"Allied Telesyn TFTP Server 1.9 Long Filename Overflow",average,
exploits,exploits/windows/tftp/tftpdwin_long_filename,"TFTPDWIN v0.4.2 Long Filename Buffer Overflow",great,
exploits,exploits/windows/tftp/distinct_tftp_traversal,"Distinct TFTP 3.10 Writable Directory Traversal Execution",excellent,
exploits,exploits/windows/nfs/xlink_nfsd,"Omni-NFS Server Buffer Overflow",average,
exploits,exploits/windows/local/alpc_taskscheduler,"Microsoft Windows ALPC Task Scheduler Local Privilege Elevation",normal,CVE-2018-8440
exploits,exploits/windows/local/ms14_070_tcpip_ioctl,"MS14-070 Windows tcpip!SetAddrOptions NULL Pointer Dereference",average,
exploits,exploits/windows/local/ms15_051_client_copy_image,"Windows ClientCopyImage Win32k Exploit",normal,CVE-2015-1701
exploits,exploits/windows/local/cve_2020_0668_service_tracing,"Service Tracing Privilege Elevation Vulnerability",excellent,CVE-2020-0668
exploits,exploits/windows/local/docker_credential_wincred,"Docker-Credential-Wincred.exe Privilege Escalation",manual,
exploits,exploits/windows/local/microfocus_operations_privesc,"Micro Focus Operations Bridge Manager / Reporter Local Privilege Escalation",excellent,
exploits,exploits/windows/local/novell_client_nicm,"Novell Client 2 SP3 nicm.sys Local Privilege Escalation",average,
exploits,exploits/windows/local/bypassuac_windows_store_filesys,"Windows 10 UAC Protection Bypass Via Windows Store (WSReset.exe)",manual,
exploits,exploits/windows/local/tokenmagic,"Windows Privilege Escalation via TokenMagic (UAC Bypass)",excellent,
exploits,exploits/windows/local/bypassuac_dotnet_profiler,"Windows Escalate UAC Protection Bypass (Via dot net profiler)",excellent,
exploits,exploits/windows/local/bthpan,"MS14-062 Microsoft Bluetooth Personal Area Networking (BthPan.sys) Privilege Escalation",average,
exploits,exploits/windows/local/cve_2024_30085_cloud_files,"Windows Cloud File Mini Filer Driver Heap Overflow",excellent,CVE-2024-30085
exploits,exploits/windows/local/powershell_cmd_upgrade,"Windows Command Shell Upgrade (Powershell)",excellent,
exploits,exploits/windows/local/cve_2021_40449,"Win32k NtGdiResetDC Use After Free Local Privilege Elevation",good,CVE-2021-40449
exploits,exploits/windows/local/ms14_009_ie_dfsvc,"MS14-009 .NET Deployment Service IE Sandbox Escape",great,CVE-2014-0257
exploits,exploits/windows/local/razer_zwopenprocess,"Razer Synapse rzpnk.sys ZwOpenProcess",normal,CVE-2017-9769
